District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Wanaparthy,Wanaparthy,2020-01-16,0.0,15.2,33.0,27.7,97.8,3.2,0
Wanaparthy,Wanaparthy,2020-01-17,0.0,16.7,32.4,32.9,96.1,7.7,0
Wanaparthy,Wanaparthy,2020-01-18,0.0,17.6,32.4,35.3,98.9,7.1,0
Wanaparthy,Wanaparthy,2020-01-19,0.0,20.9,33.6,37.8,88.4,7.4,0
Wanaparthy,Wanaparthy,2020-01-20,0.0,18.4,33.9,33.2,96.9,0.4,0
Wanaparthy,Wanaparthy,2020-01-21,0.0,17.3,32.8,35.3,88.2,2.0,0
Wanaparthy,Wanaparthy,2020-01-22,0.0,17.1,33.2,30.6,94.2,5.8,0
Wanaparthy,Wanaparthy,2020-01-23,0.0,16.1,34.9,26.7,97.3,1.3,0
Wanaparthy,Wanaparthy,2020-01-24,0.0,16.8,32.5,27.7,97.4,3.2,0
Wanaparthy,Wanaparthy,2020-01-25,0.0,17.3,34.9,21.5,93.2,4.0,0
Wanaparthy,Wanaparthy,2020-01-26,0.0,17.7,33.8,32.6,88.7,0.7,0
Wanaparthy,Wanaparthy,2020-01-27,0.0,19.5,33.8,31.9,82.6,0.4,0
Wanaparthy,Wanaparthy,2020-01-28,0.0,18.8,34.4,26.0,84.2,2.6,0
Wanaparthy,Wanaparthy,2020-01-29,0.0,22.0,31.8,43.0,80.1,1.7,0
Wanaparthy,Wanaparthy,2020-01-30,0.0,19.8,33.7,35.6,95.9,0.6,0
Wanaparthy,Wanaparthy,2020-01-31,0.0,20.7,34.8,35.6,80.4,0.9,0
Wanaparthy,Wanaparthy,2020-02-01,0.0,19.9,35.4,32.6,89.8,3.0,0
Wanaparthy,Wanaparthy,2020-02-02,0.0,19.7,33.9,35.6,95.4,9.2,0
Wanaparthy,Wanaparthy,2020-02-03,0.0,18.8,33.0,39.1,85.5,3.9,0
Wanaparthy,Wanaparthy,2020-02-04,0.0,18.2,33.2,36.2,80.2,5.1,0
Wanaparthy,Wanaparthy,2020-02-05,0.0,18.6,34.1,28.6,87.3,9.8,0
Wanaparthy,Wanaparthy,2020-02-06,0.0,20.7,33.8,29.9,73.7,8.6,0
Wanaparthy,Wanaparthy,2020-02-07,0.0,19.9,35.3,25.4,88.4,8.6,0
Wanaparthy,Wanaparthy,2020-02-08,0.0,20.9,32.3,40.3,91.6,8.6,0
Wanaparthy,Wanaparthy,2020-02-09,3.8,20.1,33.1,42.2,93.9,7.8,0
Wanaparthy,Wanaparthy,2020-02-10,0.0,19.0,30.0,49.7,97.6,2.9,0
Wanaparthy,Wanaparthy,2020-02-11,0.0,17.9,30.7,48.4,97.1,3.5,0
Wanaparthy,Wanaparthy,2020-02-12,0.0,17.5,31.8,40.3,98.1,2.8,0
Wanaparthy,Wanaparthy,2020-02-13,0.0,18.1,33.7,35.6,96.6,7.0,0
Wanaparthy,Wanaparthy,2020-02-14,0.0,19.8,34.1,27.3,73.5,7.4,0
Wanaparthy,Wanaparthy,2020-02-15,0.0,16.9,35.9,20.1,68.4,3.5,0
Wanaparthy,Wanaparthy,2020-02-16,0.0,17.8,35.7,19.5,74.5,0.2,0
Wanaparthy,Wanaparthy,2020-02-17,0.0,17.9,34.5,22.1,80.6,7.6,0
Wanaparthy,Wanaparthy,2020-02-18,0.0,17.9,35.1,26.7,75.8,7.3,0
Wanaparthy,Wanaparthy,2020-02-19,0.0,17.6,35.0,18.2,83.3,2.5,0
Wanaparthy,Wanaparthy,2020-02-20,0.0,18.1,36.0,24.1,88.2,2.8,0
Wanaparthy,Wanaparthy,2020-02-21,0.0,15.9,36.7,24.3,93.9,5.2,0
Wanaparthy,Wanaparthy,2020-02-22,0.0,15.5,36.3,19.5,93.4,2.8,0
Wanaparthy,Wanaparthy,2020-02-23,0.0,16.4,34.1,16.9,86.9,6.7,0
Wanaparthy,Wanaparthy,2020-02-24,0.0,20.5,35.5,24.1,73.7,7.8,0
Wanaparthy,Wanaparthy,2020-02-25,0.0,22.4,35.5,18.8,77.0,9.2,0
Wanaparthy,Wanaparthy,2020-02-26,0.0,21.8,35.2,37.3,88.9,2.2,0
Wanaparthy,Wanaparthy,2020-02-27,0.0,22.1,33.8,35.6,76.8,5.3,0
Wanaparthy,Wanaparthy,2020-02-28,0.0,19.2,34.0,33.2,92.5,5.1,0
Wanaparthy,Wanaparthy,2020-02-29,0.0,19.2,34.2,30.6,93.4,0.7,0
Wanaparthy,Wanaparthy,2020-03-01,0.0,20.3,34.9,32.3,88.9,3.6,0
Wanaparthy,Wanaparthy,2020-03-02,0.5,21.0,35.0,28.6,90.2,6.7,0
Wanaparthy,Wanaparthy,2020-03-03,0.0,20.0,35.2,30.6,84.4,1.2,0
Wanaparthy,Wanaparthy,2020-03-04,0.0,23.9,35.9,29.3,67.4,2.4,0
Wanaparthy,Wanaparthy,2020-03-05,0.0,21.3,35.2,26.0,74.2,8.0,0
Wanaparthy,Wanaparthy,2020-03-06,0.0,22.3,35.9,21.7,88.3,2.8,0
Wanaparthy,Wanaparthy,2020-03-07,0.0,22.6,34.1,35.1,93.2,9.6,0
Wanaparthy,Wanaparthy,2020-03-08,0.0,21.5,35.8,32.6,95.9,0.8,0
Wanaparthy,Wanaparthy,2020-03-09,0.0,21.9,36.3,41.5,93.2,3.7,0
Wanaparthy,Wanaparthy,2020-03-10,3.9,22.6,35.9,41.2,91.4,9.4,0
Wanaparthy,Wanaparthy,2020-03-11,0.0,23.4,37.2,35.9,79.2,9.3,0
Wanaparthy,Wanaparthy,2020-03-12,0.0,24.8,36.4,37.6,77.7,7.9,0
Wanaparthy,Wanaparthy,2020-03-13,0.0,23.6,37.1,28.9,80.6,4.5,0
Wanaparthy,Wanaparthy,2020-03-14,0.0,22.3,37.6,23.0,82.4,12.1,0
Wanaparthy,Wanaparthy,2020-03-15,0.0,21.2,37.0,23.6,80.4,11.8,0
Wanaparthy,Wanaparthy,2020-03-16,0.0,20.1,37.3,28.9,87.5,5.4,0
Wanaparthy,Wanaparthy,2020-03-17,0.0,21.3,37.7,25.9,84.8,7.5,0
Wanaparthy,Wanaparthy,2020-03-18,0.0,22.7,38.4,23.0,67.7,8.2,0
Wanaparthy,Wanaparthy,2020-03-19,0.0,24.1,37.3,17.8,70.4,10.6,0
Wanaparthy,Wanaparthy,2020-03-20,0.0,22.3,37.2,24.5,81.0,7.7,0
Wanaparthy,Wanaparthy,2020-03-21,0.0,21.4,37.7,29.2,83.0,6.8,0
Wanaparthy,Wanaparthy,2020-03-22,0.0,21.3,38.2,18.8,92.5,5.8,0
Wanaparthy,Wanaparthy,2020-03-23,0.0,22.1,39.0,16.6,90.5,3.3,0
Wanaparthy,Wanaparthy,2020-03-24,0.0,23.1,38.1,24.5,85.6,5.3,0
Wanaparthy,Wanaparthy,2020-03-25,0.0,22.4,37.8,24.5,81.0,6.7,0
Wanaparthy,Wanaparthy,2020-03-26,0.0,21.3,37.6,26.3,75.5,8.6,0
Wanaparthy,Wanaparthy,2020-03-27,0.0,23.5,39.2,22.4,58.4,4.4,0
Wanaparthy,Wanaparthy,2020-03-28,0.0,22.6,37.5,20.4,48.9,12.1,0
Wanaparthy,Wanaparthy,2020-03-29,0.0,23.9,38.5,18.6,57.5,6.3,0
Wanaparthy,Wanaparthy,2020-03-30,0.0,23.9,40.5,16.4,63.6,5.3,0
Wanaparthy,Wanaparthy,2020-03-31,0.0,22.0,38.8,22.6,69.3,8.0,0
Wanaparthy,Kothakota,2020-01-01,0.0,19.4,29.9,55.3,91.9,12.7,0
Wanaparthy,Kothakota,2020-01-02,0.0,19.5,31.4,50.4,98.7,9.9,0
Wanaparthy,Kothakota,2020-01-03,0.0,20.9,32.6,49.3,96.0,11.2,0
Wanaparthy,Kothakota,2020-01-04,0.0,21.3,32.4,51.7,97.4,8.0,0
Wanaparthy,Kothakota,2020-01-05,0.0,20.8,32.5,50.4,94.7,9.5,0
Wanaparthy,Kothakota,2020-01-06,0.0,20.7,31.1,50.6,72.9,11.9,0
Wanaparthy,Kothakota,2020-01-07,0.0,21.7,28.8,61.2,93.7,11.7,0
Wanaparthy,Kothakota,2020-01-08,0.0,18.9,31.1,53.5,99.6,13.4,0
Wanaparthy,Kothakota,2020-01-09,0.0,20.4,31.6,52.8,95.2,10.0,0
Wanaparthy,Kothakota,2020-01-10,0.0,21.2,32.8,43.6,99.5,10.4,0
Wanaparthy,Kothakota,2020-01-11,0.0,18.9,30.9,52.8,94.7,11.7,0
Wanaparthy,Kothakota,2020-01-12,0.0,18.2,31.7,38.2,81.1,12.9,0
Wanaparthy,Kothakota,2020-01-13,0.0,17.6,31.2,35.8,76.0,9.6,0
Wanaparthy,Kothakota,2020-01-14,0.0,17.0,33.3,29.2,88.5,5.7,0
Wanaparthy,Kothakota,2020-01-15,0.0,16.5,33.5,32.6,95.9,7.7,0
Wanaparthy,Kothakota,2020-01-16,0.0,16.2,32.5,32.7,94.5,13.0,0
Wanaparthy,Kothakota,2020-01-17,0.0,17.3,32.4,36.0,94.8,9.4,0
Wanaparthy,Kothakota,2020-01-18,0.0,17.9,33.4,38.6,98.6,8.9,0
Wanaparthy,Kothakota,2020-01-19,0.0,21.4,32.9,39.4,82.6,9.3,0
Wanaparthy,Kothakota,2020-01-20,0.0,19.2,33.0,37.5,97.3,8.4,0
Wanaparthy,Kothakota,2020-01-21,0.0,18.8,33.7,35.5,79.4,9.1,0
Wanaparthy,Kothakota,2020-01-22,0.0,17.4,33.5,29.7,99.4,9.8,0
Wanaparthy,Kothakota,2020-01-23,0.0,17.0,34.6,27.7,100.0,3.2,0
Wanaparthy,Kothakota,2020-01-24,0.0,17.6,34.3,31.7,99.4,8.3,0
Wanaparthy,Kothakota,2020-01-25,0.0,17.5,34.8,23.6,94.2,12.6,0
Wanaparthy,Kothakota,2020-01-26,0.0,18.1,34.4,34.0,90.2,5.3,0
Wanaparthy,Kothakota,2020-01-27,0.0,18.5,34.5,34.6,96.6,7.7,0
Wanaparthy,Kothakota,2020-01-28,0.0,19.3,34.7,28.8,92.0,9.6,0
Wanaparthy,Kothakota,2020-01-29,0.0,21.2,33.0,40.9,90.3,7.9,0
Wanaparthy,Kothakota,2020-01-30,0.0,21.2,34.3,35.8,97.0,5.4,0
Wanaparthy,Kothakota,2020-01-31,0.0,22.0,36.1,36.5,82.3,8.3,0
Wanaparthy,Kothakota,2020-02-01,0.0,20.4,35.3,39.9,82.3,10.2,0
Wanaparthy,Kothakota,2020-02-02,0.0,21.1,33.6,39.2,90.8,12.7,0
Wanaparthy,Kothakota,2020-02-03,0.0,19.9,32.6,42.9,95.3,7.4,0
Wanaparthy,Kothakota,2020-02-04,0.0,19.5,32.8,38.5,90.2,9.7,0
Wanaparthy,Kothakota,2020-02-05,0.0,18.6,34.2,32.7,87.2,12.8,0
Wanaparthy,Kothakota,2020-02-06,0.0,20.5,34.0,30.6,96.5,14.5,0
Wanaparthy,Kothakota,2020-02-07,0.0,19.6,35.1,35.5,74.7,9.0,0
Wanaparthy,Kothakota,2020-02-08,0.0,21.5,34.1,39.4,81.6,12.0,0
Wanaparthy,Kothakota,2020-02-09,1.3,21.5,33.7,43.4,86.5,8.2,0
Wanaparthy,Kothakota,2020-02-10,0.0,20.1,31.9,48.5,94.6,14.5,0
Wanaparthy,Kothakota,2020-02-11,0.0,19.9,31.4,49.1,89.0,15.0,0
Wanaparthy,Kothakota,2020-02-12,0.0,18.3,30.7,47.7,97.1,13.1,0
Wanaparthy,Kothakota,2020-02-13,0.0,18.9,32.3,43.2,98.4,9.8,0
Wanaparthy,Kothakota,2020-02-14,0.0,18.6,34.5,28.7,73.3,8.3,0
Wanaparthy,Kothakota,2020-02-15,0.0,18.0,35.5,18.1,59.3,5.3,0
Wanaparthy,Kothakota,2020-02-16,0.0,17.5,36.2,17.9,69.1,11.3,0
Wanaparthy,Kothakota,2020-02-17,0.0,17.5,36.4,20.3,74.0,11.2,0
Wanaparthy,Kothakota,2020-02-18,0.0,18.1,35.0,28.7,74.9,9.7,0
Wanaparthy,Kothakota,2020-02-19,0.0,17.4,35.2,15.2,95.6,9.6,0
Wanaparthy,Kothakota,2020-02-20,0.0,18.4,35.1,28.2,96.8,8.9,0
Wanaparthy,Kothakota,2020-02-21,0.0,16.7,35.3,31.8,96.3,11.3,0
Wanaparthy,Kothakota,2020-02-22,0.0,16.2,34.6,19.9,94.6,12.7,0
Wanaparthy,Kothakota,2020-02-23,0.0,16.0,33.9,21.0,94.1,10.2,0
Wanaparthy,Kothakota,2020-02-24,0.0,19.0,35.3,26.3,99.5,9.6,0
Wanaparthy,Kothakota,2020-02-25,0.0,22.1,36.1,19.7,92.9,12.5,0
Wanaparthy,Kothakota,2020-02-26,0.0,21.8,35.2,37.9,94.6,5.8,0
Wanaparthy,Kothakota,2020-02-27,0.0,23.7,34.6,37.5,84.9,6.6,0
Wanaparthy,Kothakota,2020-02-28,0.0,21.1,34.7,35.8,86.4,11.1,0
Wanaparthy,Kothakota,2020-02-29,0.0,22.0,35.3,38.4,91.4,11.4,0
Wanaparthy,Kothakota,2020-03-01,0.0,22.1,35.0,39.1,92.3,12.5,0
Wanaparthy,Kothakota,2020-03-02,0.0,23.9,35.1,36.2,81.9,7.8,0
Wanaparthy,Kothakota,2020-03-03,0.0,20.2,35.5,35.8,100.0,7.7,0
Wanaparthy,Kothakota,2020-03-04,0.0,22.5,35.8,35.0,77.9,10.4,0
Wanaparthy,Kothakota,2020-03-05,0.0,21.4,35.6,26.8,73.6,12.6,0
Wanaparthy,Kothakota,2020-03-06,0.0,22.3,36.1,20.3,94.2,9.2,0
Wanaparthy,Kothakota,2020-03-07,0.0,23.9,35.3,39.6,97.7,15.1,0
Wanaparthy,Kothakota,2020-03-08,0.0,22.0,36.0,35.2,100.0,5.1,0
Wanaparthy,Kothakota,2020-03-09,0.0,24.1,36.1,47.2,94.2,8.5,0
Wanaparthy,Kothakota,2020-03-10,5.2,23.4,35.6,46.1,100.0,8.7,0
Wanaparthy,Kothakota,2020-03-11,0.0,24.4,37.3,44.4,91.6,7.3,0
Wanaparthy,Kothakota,2020-03-12,0.0,25.0,36.8,38.6,84.5,11.5,0
Wanaparthy,Kothakota,2020-03-13,0.0,24.8,37.7,33.2,90.0,11.4,0
Wanaparthy,Kothakota,2020-03-14,0.0,23.6,37.6,29.9,89.0,15.5,0
Wanaparthy,Kothakota,2020-03-15,0.0,22.2,37.5,31.5,84.8,11.1,0
Wanaparthy,Kothakota,2020-03-16,0.0,21.9,37.7,34.3,84.0,10.3,0
Wanaparthy,Kothakota,2020-03-17,0.0,23.9,37.5,30.6,81.3,8.8,0
Wanaparthy,Kothakota,2020-03-18,0.0,23.5,38.1,23.0,73.4,10.3,0
Wanaparthy,Kothakota,2020-03-19,0.0,24.8,38.0,17.9,71.6,8.6,0
Wanaparthy,Kothakota,2020-03-20,0.0,22.8,39.0,25.7,82.6,11.0,0
Wanaparthy,Kothakota,2020-03-21,0.0,22.1,38.1,27.5,93.2,11.4,0
Wanaparthy,Kothakota,2020-03-22,0.0,22.1,38.9,15.7,93.1,10.0,0
Wanaparthy,Kothakota,2020-03-23,0.0,23.8,38.5,20.7,87.2,8.9,0
Wanaparthy,Kothakota,2020-03-24,0.0,23.4,38.8,26.2,88.3,8.4,0
Wanaparthy,Kothakota,2020-03-25,0.0,22.9,38.2,25.4,83.3,7.9,0
Wanaparthy,Kothakota,2020-03-26,0.0,21.8,37.9,22.0,78.4,11.7,0
Wanaparthy,Kothakota,2020-03-27,0.0,23.5,38.3,26.4,62.1,10.0,0
Wanaparthy,Kothakota,2020-03-28,0.0,21.3,37.8,23.2,62.0,12.1,0
Wanaparthy,Kothakota,2020-03-29,0.0,22.6,40.0,21.3,69.4,6.3,0
Wanaparthy,Kothakota,2020-03-30,0.0,23.1,40.1,13.7,69.3,16.0,0
Wanaparthy,Kothakota,2020-03-31,0.0,22.1,39.2,21.7,79.3,10.8,0
Wanaparthy,Atmakur,2020-01-01,0.0,20.4,29.1,66.6,100.0,3.7,0
Wanaparthy,Atmakur,2020-01-02,0.0,20.8,30.5,62.1,100.0,0.2,0
Wanaparthy,Atmakur,2020-01-03,0.0,21.8,31.7,61.6,100.0,0.8,0
Wanaparthy,Atmakur,2020-01-04,0.0,21.6,32.6,54.1,100.0,3.3,0
Wanaparthy,Atmakur,2020-01-05,0.0,20.9,32.4,56.5,94.7,7.0,0
Wanaparthy,Atmakur,2020-01-06,0.0,21.0,31.7,58.1,83.6,0.9,0
Wanaparthy,Atmakur,2020-01-07,0.0,22.5,29.1,69.8,100.0,1.0,0
Wanaparthy,Atmakur,2020-01-08,0.0,20.2,31.2,62.1,100.0,6.7,0
Wanaparthy,Atmakur,2020-01-09,0.0,20.8,31.8,58.1,100.0,7.5,0
Wanaparthy,Atmakur,2020-01-10,0.0,21.1,33.3,54.5,100.0,0.1,0
Wanaparthy,Atmakur,2020-01-11,0.0,19.9,31.5,58.1,100.0,0.3,0
Wanaparthy,Atmakur,2020-01-12,0.0,19.1,31.9,44.1,95.2,0.1,0
Wanaparthy,Atmakur,2020-01-13,0.0,17.2,32.3,38.9,89.4,7.7,0
Wanaparthy,Atmakur,2020-01-14,0.0,17.6,33.0,34.4,98.9,6.4,0
Wanaparthy,Atmakur,2020-01-15,0.0,17.6,33.0,35.5,100.0,6.1,0
Wanaparthy,Atmakur,2020-01-16,0.0,16.7,30.5,35.8,100.0,8.8,0
Wanaparthy,Atmakur,2020-01-17,0.0,17.9,31.8,43.7,100.0,0.2,0
Wanaparthy,Atmakur,2020-01-18,0.0,19.4,31.8,48.6,100.0,0.7,0
Wanaparthy,Atmakur,2020-01-19,0.0,21.9,32.7,46.9,90.3,5.2,0
Wanaparthy,Atmakur,2020-01-20,0.0,19.9,34.1,41.0,100.0,0.1,0
Wanaparthy,Atmakur,2020-01-21,0.0,19.5,33.1,46.3,92.0,0.9,0
Wanaparthy,Atmakur,2020-01-22,0.0,18.7,32.8,40.7,100.0,9.0,0
Wanaparthy,Atmakur,2020-01-23,0.0,17.8,33.2,40.1,100.0,5.9,0
Wanaparthy,Atmakur,2020-01-24,0.0,18.8,33.9,40.7,100.0,5.2,0
Wanaparthy,Atmakur,2020-01-25,0.0,18.2,33.8,24.9,90.1,7.9,0
Wanaparthy,Atmakur,2020-01-26,0.0,18.8,33.6,40.7,93.0,1.1,0
Wanaparthy,Atmakur,2020-01-27,0.0,19.4,35.5,36.4,92.0,6.6,0
Wanaparthy,Atmakur,2020-01-28,0.0,20.3,34.0,34.4,87.5,0.1,0
Wanaparthy,Atmakur,2020-01-29,0.0,22.3,32.6,49.8,83.8,4.3,0
Wanaparthy,Atmakur,2020-01-30,0.0,21.2,33.8,44.7,93.7,1.2,0
Wanaparthy,Atmakur,2020-01-31,0.0,21.8,34.8,46.3,87.1,0.1,0
Wanaparthy,Atmakur,2020-02-01,0.0,21.2,34.5,49.6,100.0,0.1,0
Wanaparthy,Atmakur,2020-02-02,0.0,21.8,32.7,46.3,100.0,7.7,0
Wanaparthy,Atmakur,2020-02-03,0.0,19.6,31.3,52.6,96.6,7.4,0
Wanaparthy,Atmakur,2020-02-04,0.0,19.3,32.7,45.8,95.0,2.0,0
Wanaparthy,Atmakur,2020-02-05,0.0,20.5,33.6,38.9,100.0,1.7,0
Wanaparthy,Atmakur,2020-02-06,0.0,20.4,34.9,33.7,84.3,2.2,0
Wanaparthy,Atmakur,2020-02-07,0.0,21.1,35.8,29.2,82.4,6.5,0
Wanaparthy,Atmakur,2020-02-08,0.0,21.8,33.4,46.3,84.3,8.1,0
Wanaparthy,Atmakur,2020-02-09,0.0,21.6,33.7,46.9,100.0,7.2,0
Wanaparthy,Atmakur,2020-02-10,0.0,20.6,31.9,53.0,100.0,7.8,0
Wanaparthy,Atmakur,2020-02-11,0.0,19.9,32.3,55.0,100.0,1.3,0
Wanaparthy,Atmakur,2020-02-12,0.0,19.6,31.6,53.5,100.0,0.9,0
Wanaparthy,Atmakur,2020-02-13,0.0,20.2,32.7,46.3,100.0,4.1,0
Wanaparthy,Atmakur,2020-02-14,0.0,18.6,34.8,28.6,76.7,1.7,0
Wanaparthy,Atmakur,2020-02-15,0.0,18.1,35.7,18.3,76.3,5.9,0
Wanaparthy,Atmakur,2020-02-16,0.0,19.2,36.4,18.3,81.8,2.7,0
Wanaparthy,Atmakur,2020-02-17,0.0,18.6,36.5,23.1,82.7,0.2,0
Wanaparthy,Atmakur,2020-02-18,0.0,19.3,35.9,28.6,82.7,0.9,0
Wanaparthy,Atmakur,2020-02-19,0.0,18.8,35.4,15.6,81.3,6.7,0
Wanaparthy,Atmakur,2020-02-20,0.0,19.9,35.1,29.2,100.0,0.1,0
Wanaparthy,Atmakur,2020-02-21,0.0,18.6,33.8,32.3,92.5,9.0,0
Wanaparthy,Atmakur,2020-02-22,0.0,17.9,33.9,24.2,96.6,0.1,0
Wanaparthy,Atmakur,2020-02-23,0.0,19.0,35.4,19.0,96.0,0.2,0
Wanaparthy,Atmakur,2020-02-24,0.0,20.3,33.9,18.8,99.9,4.6,0
Wanaparthy,Atmakur,2020-02-25,0.0,22.2,35.8,15.0,85.7,2.4,0
Wanaparthy,Atmakur,2020-02-26,0.0,22.1,34.8,42.1,91.8,6.0,0
Wanaparthy,Atmakur,2020-02-27,0.0,22.7,35.1,39.8,77.7,0.4,0
Wanaparthy,Atmakur,2020-02-28,0.0,21.4,35.1,40.4,92.2,0.5,0
Wanaparthy,Atmakur,2020-02-29,0.0,22.0,35.0,39.8,91.8,7.2,0
Wanaparthy,Atmakur,2020-03-01,0.0,22.0,34.8,38.7,93.2,1.5,0
Wanaparthy,Atmakur,2020-03-02,0.0,22.4,35.5,37.0,92.7,0.1,0
Wanaparthy,Atmakur,2020-03-03,0.0,21.6,35.4,37.6,93.2,0.1,0
Wanaparthy,Atmakur,2020-03-04,0.0,24.8,36.1,34.7,77.0,6.6,0
Wanaparthy,Atmakur,2020-03-05,0.0,20.9,36.2,31.3,71.0,1.4,0
Wanaparthy,Atmakur,2020-03-06,0.0,23.6,36.2,17.7,96.6,5.5,0
Wanaparthy,Atmakur,2020-03-07,0.0,23.1,34.9,43.3,98.2,18.5,0
Wanaparthy,Atmakur,2020-03-08,0.0,23.0,35.5,31.9,99.2,0.7,0
Wanaparthy,Atmakur,2020-03-09,0.0,23.9,35.2,54.5,100.0,0.7,0
Wanaparthy,Atmakur,2020-03-10,2.4,23.1,36.0,53.4,100.0,8.4,0
Wanaparthy,Atmakur,2020-03-11,0.0,24.4,37.7,44.8,88.8,5.4,0
Wanaparthy,Atmakur,2020-03-12,0.0,25.6,36.1,44.4,87.3,0.1,0
Wanaparthy,Atmakur,2020-03-13,0.0,25.3,37.2,37.3,84.5,0.6,0
Wanaparthy,Atmakur,2020-03-14,0.0,23.3,38.0,25.4,91.1,5.8,0
Wanaparthy,Atmakur,2020-03-15,0.0,22.7,37.5,28.1,79.1,2.5,0
Wanaparthy,Atmakur,2020-03-16,0.0,22.8,37.8,36.7,86.6,5.6,0
Wanaparthy,Atmakur,2020-03-17,0.0,23.1,37.3,24.7,83.6,2.8,0
Wanaparthy,Atmakur,2020-03-18,0.0,23.3,38.2,17.2,79.8,2.8,0
Wanaparthy,Atmakur,2020-03-19,0.0,26.0,38.6,17.2,68.8,7.1,0
Wanaparthy,Atmakur,2020-03-20,0.0,24.0,39.3,22.0,81.2,1.9,0
Wanaparthy,Atmakur,2020-03-21,0.0,24.0,37.8,29.5,86.4,0.5,0
Wanaparthy,Atmakur,2020-03-22,0.0,23.6,38.1,13.1,94.0,3.4,0
Wanaparthy,Atmakur,2020-03-23,0.0,24.2,38.1,19.2,86.9,0.3,0
Wanaparthy,Atmakur,2020-03-24,0.0,24.4,38.7,22.0,90.2,2.0,0
Wanaparthy,Atmakur,2020-03-25,0.0,23.8,38.7,25.4,85.0,2.3,0
Wanaparthy,Atmakur,2020-03-26,0.0,23.0,37.6,26.1,84.1,3.3,0
Wanaparthy,Atmakur,2020-03-27,0.0,22.9,39.1,21.5,74.1,9.1,0
Wanaparthy,Atmakur,2020-03-28,0.0,22.2,37.6,17.9,65.4,7.6,0
Wanaparthy,Atmakur,2020-03-29,0.0,24.5,39.8,14.7,65.5,6.9,0
Wanaparthy,Atmakur,2020-03-30,0.0,24.6,39.8,14.7,68.7,10.1,0
Wanaparthy,Atmakur,2020-03-31,0.0,24.5,39.1,20.6,68.2,1.0,0
Wanaparthy,Pebbair,2020-01-01,0.0,19.3,31.2,51.8,91.7,10.1,0
Wanaparthy,Pebbair,2020-01-02,0.0,20.1,32.4,48.2,100.0,6.1,0
Wanaparthy,Pebbair,2020-01-03,0.0,20.8,32.2,42.9,99.4,7.3,0
Wanaparthy,Pebbair,2020-01-04,0.0,21.1,33.1,41.4,94.5,5.9,0
Wanaparthy,Pebbair,2020-01-05,0.0,21.5,33.1,47.1,86.1,5.5,0
Wanaparthy,Pebbair,2020-01-06,0.0,21.6,30.5,50.2,73.4,7.3,0
Wanaparthy,Pebbair,2020-01-07,0.0,21.6,29.1,59.9,100.0,5.1,0
Wanaparthy,Pebbair,2020-01-08,0.0,19.5,32.1,42.7,98.5,8.6,0
Wanaparthy,Pebbair,2020-01-09,0.0,20.4,30.9,50.5,100.0,7.8,0
Wanaparthy,Pebbair,2020-01-10,0.0,20.6,33.1,37.9,84.4,3.8,0
Wanaparthy,Pebbair,2020-01-11,0.0,19.2,32.4,46.9,95.1,8.5,0
Wanaparthy,Pebbair,2020-01-12,0.0,19.7,32.6,37.8,78.7,4.6,0
Wanaparthy,Pebbair,2020-01-13,0.0,18.3,32.2,35.9,78.6,3.7,0
Wanaparthy,Pebbair,2020-01-14,0.0,16.8,32.7,25.7,100.0,3.9,0
Wanaparthy,Pebbair,2020-01-15,0.0,17.9,33.4,26.9,100.0,4.1,0
Wanaparthy,Pebbair,2020-01-16,0.0,17.0,33.7,28.9,97.7,7.4,0
Wanaparthy,Pebbair,2020-01-17,0.0,17.8,32.6,28.8,85.1,6.0,0
Wanaparthy,Pebbair,2020-01-18,0.0,18.2,33.9,33.5,88.9,6.9,0
Wanaparthy,Pebbair,2020-01-19,0.0,21.0,33.2,34.7,81.7,6.7,0
Wanaparthy,Pebbair,2020-01-20,0.0,19.7,32.6,33.3,86.1,4.0,0
Wanaparthy,Pebbair,2020-01-21,0.0,20.6,32.5,28.5,78.5,5.5,0
Wanaparthy,Pebbair,2020-01-22,0.0,19.0,32.2,25.1,97.4,7.9,0
Wanaparthy,Pebbair,2020-01-23,0.0,17.1,32.4,25.1,100.0,5.7,0
Wanaparthy,Pebbair,2020-01-24,0.0,18.1,34.5,30.3,98.4,4.7,0
Wanaparthy,Pebbair,2020-01-25,0.0,17.2,34.7,22.9,87.1,3.5,0
Wanaparthy,Pebbair,2020-01-26,0.0,19.1,34.0,28.3,82.8,2.7,0
Wanaparthy,Pebbair,2020-01-27,0.0,18.9,35.7,29.2,81.9,4.4,0
Wanaparthy,Pebbair,2020-01-28,0.0,19.8,34.6,22.7,78.3,3.4,0
Wanaparthy,Pebbair,2020-01-29,0.0,21.5,32.8,35.0,80.6,2.2,0
Wanaparthy,Pebbair,2020-01-30,0.0,21.5,33.9,33.7,87.8,4.6,0
Wanaparthy,Pebbair,2020-01-31,0.0,22.9,36.3,36.7,79.5,4.7,0
Wanaparthy,Pebbair,2020-02-01,0.0,21.7,35.7,37.0,81.3,7.2,0
Wanaparthy,Pebbair,2020-02-02,0.0,20.7,32.7,35.4,87.2,8.4,0
Wanaparthy,Pebbair,2020-02-03,0.0,19.2,33.7,37.1,92.5,7.9,0
