,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
2280,Nalgonda,Vemulapalle,2019-10-04,0.0,24.1,35.2,55.8,99.9,0.0,0.5
2281,Nalgonda,Miryalaguda,2019-10-04,6.2,23.3,35.0,73.4,100.0,0.0,8.7
2282,Nalgonda,Damaracherla,2019-10-04,0.0,23.8,35.4,86.3,100.0,0.0,10.5
2283,Nalgonda,Adavi Devula Palli,2019-10-04,0.0,24.9,35.7,63.5,99.9,0.0,12.4
2284,Nalgonda,Tirumalagiri_Sagar,2019-10-04,0.0,25.0,34.2,63.8,80.5,0.0,12.4
2285,Nalgonda,Peddavura,2019-10-04,2.0,24.3,35.9,56.8,100.0,0.0,17.1
2286,Nalgonda,Pedda_Adiserlapalle,2019-10-04,0.0,23.8,35.7,53.3,96.1,0.0,9.9
2287,Nalgonda,Neredugommu,2019-10-04,0.0,23.7,34.4,58.7,85.8,0.0,0.9
2288,Nalgonda,Kondamallapally,2019-10-04,0.0,25.7,35.6,48.9,83.6,0.0,9.2
2289,Nalgonda,Devarakonda,2019-10-04,0.2,23.0,34.5,56.5,97.6,0.0,15.3
2290,Nalgonda,Gundlapalle,2019-10-04,6.4,22.3,33.5,57.1,80.7,0.0,14.5
2291,Nalgonda,Chandampet,2019-10-04,0.0,23.4,33.8,59.9,98.0,2.3,9.6
2292,Suryapet,Nagaram,2019-10-04,2.0,23.1,34.3,57.0,98.0,0.1,0.3
2293,Suryapet,Thirumalagiri,2019-10-04,1.1,25.4,35.9,51.7,83.7,0.0,5.3
2294,Suryapet,Thungathurthi,2019-10-04,0.4,23.6,34.1,61.5,99.6,0.0,1.0
2295,Suryapet,Maddirala,2019-10-04,1.0,24.0,35.6,54.7,99.8,0.0,0.1
2296,Suryapet,Noothankal,2019-10-04,22.1,23.9,35.5,59.8,98.6,0.0,0.1
2297,Suryapet,Jajireddigudem,2019-10-04,9.1,23.2,35.2,65.6,99.9,0.1,0.3
2298,Suryapet,Suryapet,2019-10-04,26.4,22.6,35.0,61.4,99.7,0.0,10.8
2299,Suryapet,Atmakur_S,2019-10-04,0.0,23.8,35.6,55.4,97.5,0.0,2.7
2300,Suryapet,Mothey,2019-10-04,3.0,23.2,35.3,62.7,99.5,0.0,5.7
2301,Suryapet,Chivvemla,2019-10-04,0.8,23.5,34.4,71.7,99.6,0.0,18.8
2302,Suryapet,Penpahad,2019-10-04,1.3,23.1,34.6,62.8,97.3,0.0,23.1
2303,Suryapet,Munagala,2019-10-04,3.2,23.5,34.3,71.1,97.9,0.0,17.7
2304,Suryapet,Nadigudem,2019-10-04,2.9,23.6,33.8,64.1,95.8,0.0,3.2
2305,Suryapet,Ananthagiri,2019-10-04,0.0,24.4,35.4,58.4,100.0,0.0,0.2
2306,Suryapet,Kodad,2019-10-04,3.3,24.9,35.3,64.4,99.9,0.0,10.9
2307,Suryapet,Chilkur,2019-10-04,1.1,24.5,35.9,59.1,97.6,0.0,10.9
2308,Suryapet,Garidepalle,2019-10-04,0.0,23.4,34.6,52.5,95.8,0.0,23.1
2309,Suryapet,Neredcherla,2019-10-04,0.0,24.4,34.5,62.4,93.4,0.0,24.8
2310,Suryapet,Palakeedu,2019-10-04,0.0,24.1,34.9,82.4,100.0,0.0,4.8
2311,Suryapet,Mattampalle,2019-10-04,0.0,24.2,33.7,62.8,96.5,0.0,13.9
2312,Suryapet,Huzur Nagar,2019-10-04,0.0,24.9,35.9,57.2,99.9,0.0,10.9
2313,Suryapet,Mellachervu,2019-10-04,0.0,24.4,34.1,64.8,97.9,0.0,13.9
2314,Suryapet,Chinthala Palem,2019-10-04,35.3,22.0,36.0,50.3,100.0,0.0,13.9
2315,Khammam,Singareni,2019-10-04,0.0,24.3,35.1,64.1,94.8,0.0,2.2
2316,Khammam,Kamepalle,2019-10-04,0.0,23.0,35.6,58.9,91.8,0.0,2.2
2317,Khammam,Raghunadhapalem,2019-10-04,0.0,23.5,35.0,63.4,98.0,0.0,5.0
2318,Khammam,Khammam_Rural,2019-10-04,0.0,24.9,35.9,57.2,99.9,0.0,1.3
2319,Khammam,Thirumalayapalem,2019-10-04,12.4,22.9,34.8,62.6,96.0,0.0,22.3
2320,Khammam,Kusumanchi,2019-10-04,62.2,23.4,36.4,54.0,84.7,0.0,6.1
2321,Khammam,Nelakondapalle,2019-10-04,13.0,24.9,35.7,57.9,100.0,0.0,0.2
2322,Khammam,Mudigonda,2019-10-04,0.0,24.6,36.0,59.7,99.9,0.0,11.8
2323,Khammam,Chinthakani,2019-10-04,0.0,23.2,35.9,50.6,94.3,0.0,6.9
2324,Khammam,Khammam_Urban,2019-10-04,0.0,24.7,35.5,63.4,97.8,0.0,1.3
2325,Khammam,Konijerla,2019-10-04,0.0,23.9,35.3,62.5,99.5,0.0,7.7
2326,Khammam,Enkuru,2019-10-04,0.0,24.8,35.2,64.7,94.5,0.0,5.7
2327,Khammam,Kalluru,2019-10-04,4.9,24.0,35.4,72.9,97.5,0.0,0.1
2328,Khammam,Penuballi,2019-10-04,5.3,24.1,34.8,66.2,96.9,0.0,0.1
2329,Khammam,Sathupalle,2019-10-04,2.2,23.9,33.9,70.1,99.1,0.0,6.1
2330,Khammam,Vemsoor,2019-10-04,15.8,22.4,34.8,59.1,92.8,0.0,6.1
2331,Khammam,Thallada,2019-10-04,0.0,24.5,35.8,63.6,100.0,0.0,9.0
2332,Khammam,Wyra,2019-10-04,0.0,24.5,35.5,72.8,100.0,0.0,4.3
2333,Khammam,Bonakal,2019-10-04,0.0,23.3,35.3,55.9,94.3,0.0,7.9
2334,Khammam,Madhira,2019-10-04,0.0,23.3,35.0,60.8,94.1,0.0,7.9
2335,Khammam,Yerrupalem,2019-10-04,0.0,23.5,34.8,60.5,97.5,0.0,6.5
2336,Mulug,Venkatapur,2019-10-04,1.8,23.8,33.2,67.7,95.0,0.0,7.1
2337,Mulug,Mulug,2019-10-04,0.7,24.2,34.8,63.7,98.2,0.0,7.1
2338,Mulug,Govindaraopet,2019-10-04,0.0,24.1,31.9,76.1,96.5,0.0,2.5
2339,Mulug,Tadvai,2019-10-04,3.0,23.8,34.1,72.1,99.5,0.0,1.1
2340,Mulug,Eturunagaram,2019-10-04,0.0,24.9,34.7,66.4,99.9,0.0,0.9
2341,Mulug,Kannaigudem,2019-10-04,0.0,22.4,33.8,58.5,86.2,0.0,5.5
2342,Mulug,Wazeed,2019-10-04,0.0,24.4,34.2,65.1,92.2,0.0,5.5
2343,Mulug,Venkatapuram,2019-10-04,0.0,25.1,33.1,61.6,98.8,0.0,6.7
2344,Mulug,Mangapet,2019-10-04,0.0,23.8,34.2,61.2,92.0,0.0,4.2
2345,Narayanpet,Damaragidda,2019-10-04,0.7,21.5,32.2,69.3,97.9,0.0,14.2
2346,Narayanpet,Narayanpet,2019-10-04,0.0,22.4,33.0,64.2,88.6,0.0,11.4
2347,Narayanpet,Utkoor,2019-10-04,2.2,22.6,32.8,67.7,89.5,0.0,8.5
2348,Narayanpet,Maganoor,2019-10-04,0.0,22.2,31.4,82.5,100.0,0.0,13.1
2349,Narayanpet,Krishna,2019-10-04,0.0,22.0,32.3,61.0,100.0,0.0,6.0
2350,Narayanpet,Makthal,2019-10-04,3.6,22.3,31.5,77.4,92.0,0.0,13.1
2351,Narayanpet,Narva,2019-10-04,6.6,22.8,31.2,78.7,97.8,0.0,7.9
2352,Narayanpet,Marikal,2019-10-04,0.0,22.7,32.6,62.6,100.0,0.0,3.8
2353,Narayanpet,Dhanwada,2019-10-04,0.0,23.3,33.3,65.9,89.3,0.0,5.7
2354,Narayanpet,Maddur,2019-10-04,0.0,21.1,33.8,50.9,93.0,0.0,6.3
2355,Narayanpet,Kosgi,2019-10-04,0.0,21.8,32.8,61.3,97.7,0.0,6.0
2356,Adilabad,Bheempoor,2019-10-05,0.0,22.5,33.8,59.6,98.0,0.0,1.3
2357,Adilabad,Jainad,2019-10-05,0.0,22.5,33.2,61.5,99.5,0.0,9.0
2358,Adilabad,Bela,2019-10-05,0.0,22.5,32.9,70.5,98.7,0.0,11.4
2359,Adilabad,Gadiguda,2019-10-05,0.0,22.4,33.3,77.5,100.0,0.0,4.0
2360,Adilabad,Narnoor,2019-10-05,0.0,22.6,30.8,69.5,98.9,0.0,4.0
2361,Adilabad,Inderavelly,2019-10-05,0.0,21.8,31.0,65.2,100.0,0.0,10.4
2362,Adilabad,Gudihathnur,2019-10-05,0.0,21.4,32.0,55.8,94.1,0.0,1.5
2363,Adilabad,Adilabad Rural,2019-10-05,0.0,22.4,35.0,63.8,99.7,0.0,10.4
2364,Adilabad,Adilabad Urban,2019-10-05,0.0,22.7,32.9,61.6,98.6,0.0,1.6
2365,Adilabad,Mavala,2019-10-05,0.0,22.4,32.6,48.0,100.0,0.0,13.1
2366,Adilabad,Tamsi,2019-10-05,0.0,21.9,32.5,60.9,100.0,0.0,0.9
2367,Adilabad,Talamadugu,2019-10-05,0.0,22.5,32.7,63.2,94.8,0.0,11.0
2368,Adilabad,Bazarhathnoor,2019-10-05,0.0,20.9,31.5,61.3,100.0,0.0,13.9
2369,Adilabad,Boath,2019-10-05,0.0,21.4,32.1,57.7,93.4,0.0,13.9
2370,Adilabad,Neradigonda,2019-10-05,0.0,21.9,33.8,45.6,99.9,0.0,2.2
2371,Adilabad,Ichoda,2019-10-05,0.0,22.4,32.3,65.5,99.9,0.0,1.5
2372,Adilabad,Sirikonda,2019-10-05,0.0,22.1,31.7,67.0,98.3,0.0,1.5
2373,Adilabad,Utnur,2019-10-05,0.5,22.3,29.9,70.4,98.9,0.0,1.6
2374,Komaram Bheem-Asifabad,Jainoor,2019-10-05,8.2,22.8,30.3,69.5,97.9,0.0,1.6
2375,Komaram Bheem-Asifabad,Sirpur_U,2019-10-05,1.8,21.4,29.4,76.0,98.0,0.0,1.7
2376,Komaram Bheem-Asifabad,Lingapur,2019-10-05,0.0,22.9,30.3,65.7,91.5,0.0,11.3
2377,Komaram Bheem-Asifabad,Tiryani,2019-10-05,0.0,21.9,32.9,78.2,100.0,0.0,9.6
2378,Komaram Bheem-Asifabad,Rebbana,2019-10-05,0.0,24.1,33.9,68.4,96.4,0.0,11.6
2379,Komaram Bheem-Asifabad,Asifabad,2019-10-05,0.0,23.3,32.2,82.5,99.9,0.0,8.8
2380,Komaram Bheem-Asifabad,Kerameri,2019-10-05,0.0,22.4,35.2,71.3,96.9,0.0,1.7
2381,Komaram Bheem-Asifabad,Wankdi,2019-10-05,0.0,24.9,35.2,71.2,99.9,0.0,5.4
2382,Komaram Bheem-Asifabad,Kagaznagar,2019-10-05,0.0,24.2,34.5,59.8,96.3,0.0,5.9
2383,Komaram Bheem-Asifabad,Sirpur_T,2019-10-05,1.8,24.6,34.8,64.3,92.3,0.0,8.4
2384,Komaram Bheem-Asifabad,Kouthala,2019-10-05,0.0,24.5,34.0,67.6,99.9,0.0,3.9
2385,Komaram Bheem-Asifabad,Chintalamanepally,2019-10-05,1.8,24.2,33.3,64.2,94.5,0.0,3.9
2386,Komaram Bheem-Asifabad,Bejjur,2019-10-05,0.0,24.8,33.7,63.2,97.5,0.0,2.5
2387,Komaram Bheem-Asifabad,Penchikalpet,2019-10-05,0.0,24.9,34.9,73.9,99.5,0.0,2.5
2388,Komaram Bheem-Asifabad,Dahegaon,2019-10-05,0.0,24.9,35.5,65.1,99.1,0.0,26.8
2389,Mancherial,Jannaram,2019-10-05,2.1,23.4,33.6,68.4,92.7,0.0,1.3
2390,Mancherial,Dandepalle,2019-10-05,0.0,23.8,34.0,77.5,100.0,0.0,15.4
2391,Mancherial,Luxettipet,2019-10-05,0.0,24.2,32.3,68.4,98.4,0.0,7.6
2392,Mancherial,Hajipur,2019-10-05,1.0,24.5,34.7,77.3,100.0,0.0,15.7
2393,Mancherial,Kasipet,2019-10-05,0.0,23.5,32.9,63.6,96.3,0.0,1.6
2394,Mancherial,Tandur,2019-10-05,5.0,23.1,33.3,56.5,89.8,0.0,4.2
2395,Mancherial,Bheemini,2019-10-05,2.2,24.0,32.8,64.8,98.2,0.0,26.8
2396,Mancherial,Kannepalli,2019-10-05,0.5,24.0,32.6,64.4,97.8,0.0,26.8
2397,Mancherial,Vemanpalle,2019-10-05,0.0,24.3,36.2,57.8,90.4,0.0,1.5
2398,Mancherial,Nennal,2019-10-05,0.0,24.2,33.7,61.7,98.9,0.0,1.5
2399,Mancherial,Bellampalle,2019-10-05,0.0,23.7,32.7,66.6,99.6,0.0,2.0
2400,Mancherial,Mandamarri,2019-10-05,0.0,24.6,33.1,64.8,82.8,0.0,14.4
2401,Mancherial,Mancherial,2019-10-05,3.1,24.3,34.6,66.6,99.4,0.0,0.7
2402,Mancherial,Naspur,2019-10-05,1.0,24.7,35.2,69.4,99.9,0.0,4.6
2403,Mancherial,Jaipur,2019-10-05,0.0,24.8,34.9,61.4,94.1,0.0,3.5
2404,Mancherial,Bhimaram,2019-10-05,0.0,24.7,32.4,66.4,100.0,0.0,1.6
2405,Mancherial,Chennur,2019-10-05,0.0,24.9,33.4,66.8,94.3,0.0,1.6
2406,Mancherial,Kotapalle,2019-10-05,0.2,24.6,33.8,69.0,98.3,0.0,9.0
2407,Nirmal,Kubeer,2019-10-05,0.0,21.2,32.0,62.0,97.4,0.0,1.0
2408,Nirmal,Tanur,2019-10-05,3.9,22.5,30.7,65.5,86.0,0.0,1.8
2409,Nirmal,Basar,2019-10-05,5.8,22.6,30.9,62.7,89.0,0.0,6.7
2410,Nirmal,Mudhole,2019-10-05,2.4,22.2,31.0,85.1,98.4,0.0,7.1
2411,Nirmal,Bhainsa,2019-10-05,0.0,21.8,31.8,69.0,95.6,0.0,8.2
2412,Nirmal,Kuntala,2019-10-05,1.4,21.3,30.6,68.0,91.7,0.0,3.5
2413,Nirmal,Narsapur_G,2019-10-05,0.5,21.9,30.8,70.8,95.1,0.0,7.4
2414,Nirmal,Lokeswaram,2019-10-05,0.0,21.5,32.6,67.1,95.1,0.0,14.4
2415,Nirmal,Dilawarpur,2019-10-05,0.0,22.4,31.2,66.5,97.3,0.0,1.0
2416,Nirmal,Sarangapur,2019-10-05,0.0,21.9,32.5,70.2,97.2,0.0,5.3
2417,Nirmal,Nirmal,2019-10-05,21.7,22.1,35.0,84.9,99.9,0.0,25.3
2418,Nirmal,Nirmal_Rural,2019-10-05,23.0,23.6,33.8,68.4,98.1,0.0,8.2
2419,Nirmal,Soan,2019-10-05,0.0,22.5,33.9,59.4,96.4,0.0,4.0
2420,Nirmal,Laxmanchanda,2019-10-05,4.6,23.7,32.3,70.9,98.4,0.0,8.0
2421,Nirmal,Mamda,2019-10-05,22.6,22.5,33.3,58.2,97.7,0.0,7.0
2422,Nirmal,Pembi,2019-10-05,0.0,22.4,33.5,62.5,99.8,0.0,4.3
2423,Nirmal,Khanpur,2019-10-05,6.7,22.5,32.6,62.5,86.1,0.0,4.4
2424,Nirmal,Kaddampeddur,2019-10-05,0.2,22.9,32.2,65.8,83.7,0.0,10.1
2425,Nirmal,Dastuarabad,2019-10-05,0.0,24.1,34.8,62.5,92.4,0.0,10.4
2426,Nizamabad,Navipet,2019-10-05,0.3,21.9,32.2,83.5,100.0,0.0,8.7
2427,Nizamabad,Nandipet,2019-10-05,1.8,21.7,32.0,76.7,98.4,0.0,15.1
2428,Nizamabad,Armur,2019-10-05,0.6,22.1,32.1,62.1,96.5,0.0,9.0
2429,Nizamabad,Balkonda,2019-10-05,0.0,22.8,31.7,67.1,81.3,0.0,0.8
2430,Nizamabad,Mupkal,2019-10-05,0.0,24.4,34.2,52.2,94.8,0.0,0.8
2431,Nizamabad,Mendora,2019-10-05,0.0,22.6,34.1,58.4,96.8,0.0,0.8
2432,Nizamabad,Yergatla,2019-10-05,0.0,22.5,34.7,56.0,100.0,0.0,5.8
2433,Nizamabad,Kammarpalle,2019-10-05,0.0,22.4,31.7,63.2,97.9,0.0,8.2
2434,Nizamabad,Mortad,2019-10-05,0.0,22.3,35.9,54.3,100.0,0.0,8.2
2435,Nizamabad,Vailpur,2019-10-05,0.0,22.6,33.4,60.1,97.4,0.0,1.3
2436,Nizamabad,Jakranpalle,2019-10-05,0.0,22.8,32.2,63.4,95.1,0.0,0.6
2437,Nizamabad,Makloor,2019-10-05,0.0,22.2,31.9,66.4,95.8,0.0,5.7
2438,Nizamabad,Nizamabad_North,2019-10-05,0.0,23.6,33.5,68.0,92.0,0.0,0.1
2439,Nizamabad,Yeda_Palle,2019-10-05,0.0,22.8,32.9,55.8,100.0,0.0,6.2
2440,Nizamabad,Ranjal,2019-10-05,0.0,22.3,32.5,67.3,92.7,0.0,8.0
2441,Nizamabad,Bodhan,2019-10-05,0.0,22.0,32.5,57.9,94.8,0.0,11.6
2442,Nizamabad,Kotgiri,2019-10-05,0.0,22.8,31.8,52.1,92.1,0.0,0.8
2443,Nizamabad,Rudrur,2019-10-05,0.5,22.5,31.5,60.8,78.7,0.0,11.6
2444,Nizamabad,Varni,2019-10-05,0.0,22.1,34.1,61.1,95.4,0.0,2.1
2445,Nizamabad,Nizamabad_Rural,2019-10-05,0.0,22.2,31.1,76.0,100.0,0.0,0.1
2446,Nizamabad,Nizamabad_South,2019-10-05,0.0,22.0,34.1,53.4,100.0,0.0,0.1
2447,Nizamabad,Mugpal,2019-10-05,0.0,22.5,31.9,61.6,90.3,0.0,3.0
2448,Nizamabad,Dichpalle,2019-10-05,0.0,21.9,31.2,58.6,83.9,0.0,6.9
2449,Nizamabad,Indalwai,2019-10-05,0.0,21.6,32.0,81.2,100.0,0.0,6.9
2450,Nizamabad,Dharpalle,2019-10-05,0.0,22.0,30.8,70.2,97.0,0.0,3.7
2451,Nizamabad,Bheemgal,2019-10-05,0.0,22.8,32.2,59.1,95.2,0.0,1.2
2452,Nizamabad,Sirkonda,2019-10-05,0.0,22.1,33.2,72.9,99.0,0.0,7.3
2453,Nizamabad,Mosra,2019-10-05,0.0,22.1,32.3,63.1,96.4,0.0,1.0
2454,Nizamabad,Chandur,2019-10-05,0.0,22.4,30.9,68.2,91.9,0.0,11.6
2455,Jagtial,Ibrahimpatnam,2019-10-05,0.0,22.7,35.0,65.9,99.9,0.0,10.5
2456,Jagtial,Mallapur,2019-10-05,0.2,22.7,34.7,59.5,100.0,0.0,11.5
2457,Jagtial,Raikal,2019-10-05,0.0,22.8,33.3,66.6,98.4,0.0,4.1
2458,Jagtial,Beerpur,2019-10-05,5.8,24.0,34.8,61.2,99.9,0.0,1.3
2459,Jagtial,Sarangapur,2019-10-05,0.0,22.5,34.5,52.5,99.6,0.0,1.7
2460,Jagtial,Dharmapuri,2019-10-05,0.3,23.5,35.0,66.6,96.3,0.0,15.4
2461,Jagtial,Buggaram,2019-10-05,0.0,24.2,35.2,84.0,99.9,0.0,6.6
2462,Jagtial,Jagityal_Rural,2019-10-05,0.0,24.7,32.6,61.9,99.9,0.0,6.5
2463,Jagtial,Jagtial,2019-10-05,0.0,22.4,33.1,59.0,95.6,0.0,1.4
2464,Jagtial,Medipalle,2019-10-05,0.0,22.1,33.1,67.2,99.2,0.0,8.4
2465,Jagtial,Koratla,2019-10-05,0.0,22.9,35.1,61.8,94.4,0.0,5.3
2466,Jagtial,Metpalle,2019-10-05,0.0,22.5,34.0,60.1,97.6,0.0,7.7
2467,Jagtial,Kathlapur,2019-10-05,0.0,22.6,32.2,66.7,96.9,0.0,1.5
2468,Jagtial,Kodimial,2019-10-05,0.0,21.9,32.7,62.1,99.7,0.0,5.8
2469,Jagtial,Malial,2019-10-05,0.0,22.3,34.6,57.7,99.1,0.0,7.5
2470,Jagtial,Pegadapalle,2019-10-05,0.0,22.4,33.6,61.4,93.4,0.0,5.5
2471,Jagtial,Gollapalle,2019-10-05,0.0,23.2,33.0,66.8,98.1,0.0,2.2
2472,Jagtial,Velgatoor,2019-10-05,1.3,23.5,34.1,76.1,98.2,0.0,0.7
2473,Peddapalli,Dharmaram,2019-10-05,0.0,23.5,33.9,74.8,96.0,0.0,4.6
2474,Peddapalli,Palakurthy,2019-10-05,0.0,23.5,34.1,61.6,94.7,0.0,4.6
2475,Peddapalli,Antargoan,2019-10-05,0.0,23.7,33.6,53.5,86.0,0.0,4.2
2476,Peddapalli,Ramagundam,2019-10-05,0.0,23.5,33.9,57.9,97.5,0.0,2.8
2477,Peddapalli,Ramagiri,2019-10-05,1.8,24.4,35.3,71.5,99.9,0.0,1.0
2478,Peddapalli,Kamanpur,2019-10-05,0.0,24.7,34.3,65.4,97.3,0.0,0.7
2479,Peddapalli,Peddapalle,2019-10-05,0.0,23.2,34.2,62.8,96.9,0.0,2.1
2480,Peddapalli,Julapalle,2019-10-05,0.0,22.8,34.6,92.1,98.0,0.0,1.4
2481,Peddapalli,Elgaid,2019-10-05,0.0,22.6,34.4,69.5,100.0,0.0,4.7
2482,Peddapalli,Sultanabad,2019-10-05,0.0,23.7,33.6,58.1,93.0,0.0,5.5
2483,Peddapalli,Odela,2019-10-05,0.0,23.1,33.8,64.4,100.0,0.0,0.6
2484,Peddapalli,Srirampur,2019-10-05,0.0,23.7,34.9,64.8,95.9,0.0,6.9
2485,Peddapalli,Mutharam_Manthani,2019-10-05,0.0,23.9,35.0,64.4,94.0,0.0,1.9
2486,Peddapalli,Manthani,2019-10-05,0.0,24.5,34.7,63.5,92.7,0.0,3.5
2487,Jayashankar-Bhupalpally,Mahadevpur,2019-10-05,0.0,24.7,34.8,71.1,99.9,0.0,60.7
2488,Jayashankar-Bhupalpally,Palmela,2019-10-05,0.0,24.6,35.9,70.9,99.9,0.0,1.3
2489,Jayashankar-Bhupalpally,Mutharam_Mahadevpur,2019-10-05,0.0,24.9,34.8,70.5,100.0,0.0,7.2
2490,Jayashankar-Bhupalpally,Kataram,2019-10-05,0.0,24.5,34.3,68.9,100.0,0.0,1.4
2491,Jayashankar-Bhupalpally,Malharrao,2019-10-05,0.0,23.6,34.3,66.9,99.1,0.0,2.4
2492,Jayashankar-Bhupalpally,Chityal,2019-10-05,0.0,23.9,35.8,59.5,99.9,0.0,1.4
2493,Jayashankar-Bhupalpally,Tekumatla,2019-10-05,0.0,23.9,35.6,63.0,98.2,0.0,2.2
2494,Jayashankar-Bhupalpally,Mogullapalle,2019-10-05,0.0,24.0,35.2,59.5,98.1,0.0,8.3
2495,Jayashankar-Bhupalpally,Regonda,2019-10-05,0.0,23.8,33.2,61.6,98.9,0.0,4.0
2496,Jayashankar-Bhupalpally,Ghanapur_Mulug,2019-10-05,0.0,24.9,35.8,66.2,99.9,0.0,2.8
2497,Jayashankar-Bhupalpally,Bhupalpalle,2019-10-05,0.0,24.9,35.2,64.5,100.0,0.0,2.8
2498,Bhadradri-Kothagudem,Karakagudem,2019-10-05,0.0,24.6,33.0,70.2,97.4,0.0,1.3
2499,Bhadradri-Kothagudem,Pinapaka,2019-10-05,0.0,25.2,35.2,55.8,95.8,0.0,5.8
2500,Bhadradri-Kothagudem,Cherla,2019-10-05,0.0,25.5,33.4,64.9,90.4,0.0,5.8
2501,Bhadradri-Kothagudem,Dummugudem,2019-10-05,0.0,24.8,35.2,71.4,99.9,0.0,0.1
2502,Bhadradri-Kothagudem,Aswapuram,2019-10-05,0.0,23.7,32.3,66.4,90.8,0.0,3.8
2503,Bhadradri-Kothagudem,Manuguru,2019-10-05,0.0,24.8,35.2,69.4,99.9,0.0,3.8
2504,Bhadradri-Kothagudem,Allapalli,2019-10-05,0.0,24.9,34.7,71.2,99.9,0.0,3.5
2505,Bhadradri-Kothagudem,Gundala,2019-10-05,0.0,24.8,33.5,58.6,98.6,0.0,5.9
2506,Bhadradri-Kothagudem,Yellandu,2019-10-05,0.0,23.7,35.4,56.0,90.8,0.0,7.7
2507,Bhadradri-Kothagudem,Tekulapalle,2019-10-05,0.0,24.9,33.9,54.1,90.4,0.0,7.7
2508,Bhadradri-Kothagudem,Julurpad,2019-10-05,1.6,26.9,35.8,63.5,97.7,0.0,5.4
2509,Bhadradri-Kothagudem,Chandrugonda,2019-10-05,0.0,24.7,35.4,54.1,99.9,0.0,16.4
2510,Bhadradri-Kothagudem,Annapureddipalle,2019-10-05,0.0,23.9,35.2,66.7,100.0,0.0,16.4
2511,Bhadradri-Kothagudem,Chunchupally,2019-10-05,0.0,23.7,35.9,73.1,100.0,0.0,6.0
2512,Bhadradri-Kothagudem,Sujathanagar,2019-10-05,0.0,24.6,35.2,64.2,100.0,0.0,5.4
2513,Bhadradri-Kothagudem,Kothagudem,2019-10-05,0.0,24.6,35.6,71.4,100.0,-1.0,-1.0
2514,Bhadradri-Kothagudem,Laxmidevipalli,2019-10-05,0.8,24.6,35.5,69.6,100.0,0.0,6.0
2515,Bhadradri-Kothagudem,Palawancha,2019-10-05,0.0,24.4,34.3,70.9,97.2,0.0,65.1
2516,Bhadradri-Kothagudem,Burgampadu,2019-10-05,0.0,26.8,33.6,82.8,99.9,0.0,8.2
2517,Bhadradri-Kothagudem,Bhadrachalam,2019-10-05,0.0,25.7,34.0,77.1,98.8,0.0,8.2
2518,Bhadradri-Kothagudem,Mulakalapalle,2019-10-05,0.0,24.2,33.0,66.1,99.2,0.0,1.1
2519,Bhadradri-Kothagudem,Dammapeta,2019-10-05,0.0,23.2,34.1,60.2,100.0,0.0,5.0
2520,Bhadradri-Kothagudem,Aswaraopeta,2019-10-05,0.0,23.6,34.8,53.2,100.0,0.0,5.0
2521,Mahabubabad,Kothaguda,2019-10-05,0.0,24.8,32.6,69.1,99.9,0.0,3.7
2522,Mahabubabad,Ganagavaram,2019-10-05,0.0,24.7,32.9,63.4,99.9,0.0,4.9
2523,Mahabubabad,Bayyaram,2019-10-05,0.9,24.8,34.9,56.0,82.3,0.0,5.3
2524,Mahabubabad,Garla,2019-10-05,0.0,25.3,35.2,61.7,97.8,0.0,3.2
2525,Mahabubabad,Dornakal,2019-10-05,0.0,25.3,35.5,59.7,97.8,0.0,4.4
2526,Mahabubabad,Kuravi,2019-10-05,0.0,24.3,34.3,58.3,88.8,0.0,4.9
2527,Mahabubabad,Mahabubabad,2019-10-05,0.0,23.8,33.7,70.3,98.6,0.0,7.1
2528,Mahabubabad,Gudur,2019-10-05,0.0,24.5,32.6,65.3,98.0,0.0,1.2
2529,Mahabubabad,Kesamudram,2019-10-05,0.0,24.0,34.1,64.2,99.6,0.0,3.2
2530,Mahabubabad,Nellikudur,2019-10-05,0.0,23.5,33.0,61.7,97.1,0.0,5.7
2531,Mahabubabad,Narsimhulapet,2019-10-05,0.0,23.5,35.3,60.8,98.3,0.0,2.8
2532,Mahabubabad,Chinnagudur,2019-10-05,0.0,23.2,35.2,54.2,99.9,0.0,2.4
2533,Mahabubabad,Maripeda,2019-10-05,0.0,23.4,33.6,53.3,100.0,0.0,4.7
2534,Mahabubabad,Danthalapalle,2019-10-05,0.0,22.4,33.4,56.0,100.0,0.0,2.8
2535,Mahabubabad,Thorrur,2019-10-05,0.0,23.2,35.0,53.3,88.3,0.0,7.2
2536,Mahabubabad,Peddavangara,2019-10-05,0.0,24.9,34.5,63.3,99.9,0.0,1.2
2537,Warangal Rural,Parkal,2019-10-05,0.0,24.2,33.5,52.2,98.6,0.0,3.4
2538,Warangal Rural,Shayampet,2019-10-05,0.0,24.5,35.5,70.9,98.2,0.0,16.7
2539,Warangal Rural,Damera,2019-10-05,0.0,23.5,32.3,66.5,99.2,0.0,5.3
2540,Warangal Rural,Geesugonda,2019-10-05,0.0,24.3,33.1,62.9,95.6,0.0,3.7
2541,Warangal Rural,Atmakur,2019-10-05,0.0,24.9,35.2,71.7,99.9,0.0,16.7
2542,Warangal Rural,Duggondi,2019-10-05,0.0,24.9,35.4,63.5,99.9,0.0,5.9
